playId,nflId,2nd,3rd,4th,5th,6rd,7th,8th,9rd,10th,11th
77,41238,44841,43370,52523,46104,40070,52418,41264,46235,43297,46070
99,43461,41238,52595,43370,44898,40070,46070,41264,43297,52418,46235
144,46104,53520,43370,52523,44841,52418,43297,41264,46070,40070,46235
166,Error,Error,Error,Error,Error
252,43370,43461,41238,52595,53640,40070,41264,46235,46070,43297,52418
274,41238,52595,43370,44841,44898,43297,52418,46070,46235,40070,41264
358,Error,Error,Error,Error,Error
473,41238,53520,43461,44841,46104,41264,46235,40070,46070,43297,52418
506,53520,44841,53640,52595,46104,43297,46235,41264,46070,40070,52418
553,Error,Error,Error,Error,Error
603,41238,44841,52595,46104,52523,40070,46070,41264,46235,43297,52418
627,Error,Error,Error,Error,Error
651,Error,Error,Error,Error,Error
693,Error,Error,Error,Error,Error
733,42899,52451,41290,52581,47856,46108,43345,53440,43320,48159,29550
799,Error,Error,Error,Error,Error
908,44841,52595,41238,44898,43465,40070,41264,46235,52418,43297,46070
982,53520,41238,43461,43370,44898,40070,46070,52418,46235,41264,43297
1092,42899,40026,52581,47856,52451,48159,29550,43345,53440,46108,43320
1112,Error,Error,Error,Error,Error
1205,53520,44841,52523,43370,46104,40070,46235,41264,52418,43297,46070
1227,Error,Error,Error,Error,Error
1255,Error,Error,Error,Error,Error
1321,Error,Error,Error,Error,Error
1354,53520,52595,43461,44841,44898,40070,41264,46235,43297,52418,46070
1467,52581,41290,42899,52451,47856,43345,48159,53440,29550,43320,46108
1536,Error,Error,Error,Error,Error
1650,Error,Error,Error,Error,Error
1695,52595,41238,43370,43461,44898,46070,46235,43297,40070,52418,41264
1742,41238,43461,52595,43370,44898,43297,41264,52418,40070,46070,46235
1783,41238,43370,52595,43461,44898,46235,41264,43297,52418,46070,40070
1824,Error,Error,Error,Error,Error
1930,41238,43370,43461,52595,46104,41264,46235,43297,52418,46070,40070
2063,41290,52581,40026,52451,47856,53440,48159,43320,29550,43345,46108
2085,40026,52581,41290,52451,47856,46108,43345,53440,43320,48159,29550
2107,52581,40026,41290,52451,47856,48159,53440,43320,29550,43345,46108
2172,Error,Error,Error,Error,Error
2193,53520,41238,43461,53640,43370,46235,46070,40070,52418,43297,41264
2275,Error,Error,Error,Error,Error
2294,Error,Error,Error,Error,Error
2382,40026,52451,35534,42503,47856,43320,53440,46108,43345,29550,48159
2404,Error,Error,Error,Error,Error
2568,52581,41290,42899,47856,35534,48159,43345,46108,53440,43320,29550
2612,41290,52451,52581,42899,47856,53440,48159,43320,29550,43345,46108
2636,41290,42899,52581,47856,52451,46108,29550,43345,48159,53440,43320
2726,41290,52581,40026,47856,41712,43320,53440,29550,46108,43345,48159
2787,Error,Error,Error,Error,Error
2810,35534,52451,41290,52581,47856,43320,43345,48159,29550,46108,53440
2889,Error,Error,Error,Error,Error
2924,52595,41238,52523,44841,44898,43297,46235,52418,40070,41264,46070
3011,41238,52595,44841,53640,44898,52418,40070,43297,41264,46070,46235
3108,41290,42899,52581,52451,47856,46108,43345,43320,48159,53440,29550
3130,42899,52581,41290,47856,52451,43345,53440,29550,43320,48159,46108
3163,41712,41290,52581,42899,52451,43345,53440,43320,46108,48159,29550
3206,Error,Error,Error,Error,Error
3345,53520,52523,44841,43370,46104,40070,46070,52418,46235,41264,43297
3469,Error,Error,Error,Error,Error
3491,Error,Error,Error,Error,Error
3843,52451,41290,42899,52581,47856,46108,43345,53440,29550,43320,48159
3887,52581,41290,52451,42899,53646,48159,43345,53440,29550,43320,46108
3909,Error,Error,Error,Error,Error
79,52574,43584,39907,44947,47791,48455,43290,53436,46089,52483,43453
140,52574,43584,52443,39907,46424,53436,43453,52483,43290,46089,48455
183,43584,47791,52574,39907,52443,53436,48455,52483,46089,43290,43453
224,47808,41230,46155,45268,53180,41222,48220,38557,46284,46101,47906
386,Error,Error,Error,Error,Error
470,52500,46155,42721,45268,41332,38557,47906,48220,46101,41222,46284
494,41230,47808,40129,45268,41222,47906,52894,38557,46101,46284,48220
653,Error,Error,Error,Error,Error
677,Error,Error,Error,Error,Error
777,47852,46155,41230,40129,45268,53523,41222,46284,38557,46101,48220
857,Error,Error,Error,Error,Error
898,47808,52500,41332,47852,52609,41222,46101,48220,53523,46284,38557
941,Error,Error,Error,Error,Error
981,46992,48053,47791,44947,44970,46089,48455,43290,53436,52483,43453
1058,Error,Error,Error,Error,Error
1152,41230,46155,42721,40129,45268,53523,48220,38557,46101,41222,46284
1224,52500,41230,47808,46155,41332,38557,41222,46101,53523,48220,46284
1246,Error,Error,Error,Error,Error
1301,52574,48053,43584,47791,52443,53436,46089,48455,43453,52483,43290
1351,43584,52443,52574,53541,47791,43290,53436,52483,43453,46089,48455
1384,52574,43584,39907,44947,46424,43453,43290,48455,53436,46089,52483
1427,Error,Error,Error,Error,Error
1596,41230,47808,46155,40129,46284,47906,41222,48220,38557,45268,46101
1658,Error,Error,Error,Error,Error
1677,47808,52500,53180,41230,46155,41222,46284,48220,38557,47906,46101
1699,52500,41230,46155,47808,41332,47906,46101,41222,38557,46284,48220
1755,52574,48053,52443,39907,44947,53436,43453,48455,52483,43290,46089
1800,Error,Error,Error,Error,Error
1941,41230,47808,52500,46155,53180,41222,38557,47906,46101,48220,46284
1975,41230,52609,46155,53180,52500,46101,46284,38557,47906,41222,48220
2004,52609,46155,52500,53180,41230,46101,38557,46284,47906,48220,41222
2030,52609,47852,53180,47808,52500,48220,41222,46101,47906,38557,46284
2135,Error,Error,Error,Error,Error
2164,43584,47791,48053,53541,44947,53436,48455,43290,46089,52483,43453
2205,48053,53541,43584,47791,44947,43290,53436,48455,52483,43453,46089
2305,47808,41230,45268,52500,53180,53523,41222,48220,46284,46101,38557
2361,41230,52500,46155,47808,53180,38557,46101,53523,48220,41222,46284
2390,41230,47852,42721,53180,45268,48220,53523,46101,46284,38557,41222
2433,52500,46155,47808,41332,52609,48220,53523,46101,41222,38557,46284
2501,43584,48053,47791,46992,53541,43290,48455,52483,46089,53436,43453
2525,46992,53541,43584,48053,47791,53436,52483,43290,43453,48455,46089
2570,52574,48053,43584,39907,52443,43290,48455,53436,43453,52483,46089
2615,52574,47791,43584,53541,52443,43290,52483,48455,43453,53436,46089
2639,52574,48053,39907,52443,44947,43290,53436,52483,46089,43453,48455
2699,48053,53541,46992,47791,44947,43453,52483,43290,53436,46089,48455
2805,47808,46155,41230,53180,45268,38557,46284,41222,53523,46101,48220
2850,Error,Error,Error,Error,Error
2918,52500,46155,41230,40129,45268,41222,48220,46101,53523,38557,46284
2942,52500,47808,41230,46155,40129,53523,38557,46101,41222,46284,48220
2980,47808,52500,47852,41230,40129,46284,38557,53523,48220,46101,41222
3009,46155,47808,40129,41230,52500,46284,48220,53523,41222,46101,38557
3112,Error,Error,Error,Error,Error
3166,53541,43584,52574,52443,47791,46089,43290,52483,48455,53436,43453
3192,43584,52574,47791,39907,52443,52483,53436,43453,43290,48455,46089
3343,45555,44817,46279,40149,53536,43433,53443,41295,53431,39684,43586
3561,Error,Error,Error,Error,Error
3580,41230,47808,52500,40129,46155,46101,47906,38557,41222,46284,48220
3606,Error,Error,Error,Error,Error
3651,43584,52574,47791,44947,46424,43453,43290,48455,52483,46089,53436
3926,Error,Error,Error,Error,Error
3945,41230,52500,47808,46155,53180,38557,46101,48220,41222,47906,46284
3967,Error,Error,Error,Error,Error
4003,52500,52609,41230,53180,46155,46284,41222,48220,38557,47906,46101
4058,52609,52500,41230,46155,53180,47906,48220,46101,38557,46284,41222
76,Error,Error,Error,Error,Error
244,39973,46116,37077,42398,46203,52480,37130,42367,39965,43648,47784
339,46130,38696,52450,45281,52733,44846,47818,41939,53430,41322,42410
389,46203,39973,37077,46116,42398,52480,37130,42367,39965,43648,47784
413,46116,39973,37077,42398,46203,39965,43648,52480,47784,42367,37130
437,46116,37077,39973,42398,44917,52480,47784,39965,42367,37130,43648
580,Error,Error,Error,Error,Error
602,Error,Error,Error,Error,Error
647,46130,38696,52450,53574,41286,47818,42410,41939,41322,53430,44846
719,38696,46130,45281,52450,41286,47818,42410,53430,41322,41939,44846
781,39973,46116,37077,42398,44917,37130,42367,47784,39965,52480,43648
889,46130,38696,52450,52733,45281,41322,42410,47818,53430,41939,44846
953,38696,46130,52450,42302,52733,42410,47818,44846,41322,53430,52524
1029,46130,52450,38696,45281,52733,47818,53430,44846,41322,52524,42410
1055,Error,Error,Error,Error,Error
1111,Error,Error,Error,Error,Error
1143,37077,53478,39973,42398,46203,37130,43648,39965,42367,52480,47784
1167,46116,39973,37077,42398,46203,37130,43648,39965,52480,42367,47784
1191,Error,Error,Error,Error,Error
1302,Error,Error,Error,Error,Error
1396,45142,39973,40615,44917,42398,52480,39965,47784,43648,42367,37130
1600,38696,46130,45281,52450,41286,47818,41939,42410,53430,41322,44846
1735,46130,38696,45281,52450,41286,42410,47818,41939,41322,53430,44846
1759,Error,Error,Error,Error,Error
1875,Error,Error,Error,Error,Error
1934,46116,39973,53478,37077,46203,37130,42476,39965,47784,52480,42367
2046,39973,46116,37077,53478,46203,47784,44949,42367,52480,42476,37130
2147,46116,37077,53478,39973,44917,44949,42367,47784,52480,37130,42476
2221,38696,42372,52450,45281,52733,53430,41939,41322,47818,42410,44846
2262,37077,42398,46203,39973,45142,52480,37130,47784,42367,42476,44949
2283,37077,39973,46116,46203,42398,47784,42367,42476,37130,44949,52480
2307,39973,46116,37077,42398,46203,52480,42367,42476,47784,37130,44949
2410,46116,39973,53478,37077,44917,52480,42476,44949,42367,37130,47784
2432,37077,39973,42398,46116,44917,44949,42367,47784,42476,52480,37130
2456,46116,37077,39973,42398,44917,42476,42367,52480,47784,44949,37130
2478,42398,39973,48234,45142,46203,44949,52480,42476,47784,42367,37130
2506,Error,Error,Error,Error,Error
2845,46116,37077,39973,42398,44917,44949,42367,37130,52480,42476,47784
3069,Error,Error,Error,Error,Error
3104,Error,Error,Error,Error,Error
3164,39973,37077,46203,45142,42398,42476,44949,42367,52480,37130,47784
3209,39973,45142,42398,53478,46203,42476,52480,42367,47784,37130,44949
3233,Error,Error,Error,Error,Error
3327,37077,42398,46116,46203,39973,47784,42367,52480,42476,44949,37130
3457,Error,Error,Error,Error,Error
3481,Error,Error,Error,Error,Error
3500,38696,52450,46130,45281,52733,44846,47818,53430,42410,41322,41939
3582,Error,Error,Error,Error,Error
3732,46116,37077,39973,46203,53478,37130,47784,42476,44949,42367,52480
3929,46130,38696,52450,45281,52733,44846,53430,47818,41939,42410,41322
3997,52733,46130,45281,52450,38696,53430,42410,44846,41939,47818,41322
4045,38696,52450,45281,46130,52733,41939,42410,41322,44846,47818,53430
4070,46130,38696,52450,45281,52733,53430,42410,44846,41939,47818,41322
4116,44978,38696,42372,45281,45719,42410,41939,47818,41322,53430,44846
4138,48601,46130,52450,53574,45719,41939,44846,47818,42410,41322,53430
4162,Error,Error,Error,Error,Error
4186,52450,46130,38696,45281,45719,42410,53430,41322,47818,44846,41939
210,Error,Error,Error,Error,Error
232,Error,Error,Error,Error,Error
304,Error,Error,Error,Error,Error
330,43454,47839,41325,46522,48683,44822,46152,53492,52504,43367,53655
399,40011,43454,45369,46526,43415,53655,52504,53492,43367,46152,44822
425,48456,44819,40024,52810,45573,53442,41959,45630,52414,41390,40089
492,48556,40024,34540,44819,45573,45630,41959,40089,41390,52414,53442
521,34540,44819,45573,40024,46320,41959,45630,53442,40089,41390,52414
564,Error,Error,Error,Error,Error
614,47839,43454,40011,43415,52440,53655,53492,44822,52504,43367,46152
673,43454,43415,40011,46526,42460,53655,44822,53492,43367,46152,52504
788,44819,40024,48456,52810,53627,52414,40089,41959,53442,41390,45630
876,48556,40024,44819,34540,45573,53442,41390,45630,40089,52414,41959
940,44819,48456,45573,40024,43845,41959,53442,52414,45630,40089,41390
985,40024,34540,48456,43845,45573,41959,41390,53442,40089,52414,45630
1125,43454,40011,43415,46522,46526,53492,44822,52504,46152,43367,53655
1236,Error,Error,Error,Error,Error
1260,53506,48456,40024,53627,45630,47874,40089,41390,53442,41959,52414
1305,34540,44819,45573,40024,48556,41959,40089,45630,41390,52414,53442
1330,44819,45573,40024,48456,43845,40089,41390,53442,41959,52414,45630
1411,Error,Error,Error,Error,Error
1460,Error,Error,Error,Error,Error
1484,40024,44819,45573,34540,48456,40089,45630,41390,53442,52414,41959
1529,48556,40024,34540,53506,45573,41390,53442,40089,41959,52414,45630
1553,48556,34540,40024,53506,45573,45630,40089,52414,53442,41390,41959
1575,48456,44819,40024,48556,46320,40089,53442,41959,41390,52414,45630
1629,47839,43454,52440,46522,40011,46152,52504,43367,53655,53492,44822
1653,46522,40011,47839,43454,52440,53655,44822,43367,52504,46152,53492
1675,46522,47839,40011,43454,52440,53655,53492,43367,52504,44822,46152
1716,40011,43454,47839,43415,52440,43367,46152,53655,44822,53492,52504
1740,43454,53591,43415,47839,52440,53655,53492,52504,44822,46152,43367
1762,47839,43454,40011,43415,52440,53655,53492,44822,52504,46152,43367
1847,43454,43415,46522,40011,52440,53655,52504,53492,43367,46152,44822
1869,43454,47839,46522,40011,52440,53655,46152,53492,52504,44822,43367
2045,43454,43415,40011,52440,42460,53655,44822,53492,43367,52504,46152
2090,46522,47839,40011,42460,43367,53655,53492,44822,46152,52440,52504
2133,Error,Error,Error,Error,Error
2157,43454,43415,40011,47839,46526,43367,53655,46152,53492,52504,44822
2206,43415,43454,40011,42511,46526,53655,44822,52504,53492,43367,46152
2284,46522,43415,47839,40011,52440,46152,53655,43367,52504,44822,53492
2409,Error,Error,Error,Error,Error
2428,40024,44819,34540,45573,48556,41390,53442,41959,45630,40089,52414
2496,47839,43415,40011,46522,52440,53492,52504,53655,44822,43367,46152
2564,43415,47839,46526,40011,46522,53655,44822,52504,46152,53492,43367
2625,Error,Error,Error,Error,Error
2657,45369,43454,43415,53591,52440,53655,53492,52504,43367,44822,46152
2702,47839,40011,48683,43415,46526,43367,53492,44822,52504,53655,46152
2857,44819,34540,45573,43845,40089,47874,41390,41959,53442,45630,52414
2881,Error,Error,Error,Error,Error
2914,Error,Error,Error,Error,Error
2959,44819,48556,34540,40024,45573,41959,53442,52414,40089,45630,41390
2983,48556,34540,44819,40024,45573,41390,53442,41959,40089,52414,45630
3026,44819,34540,48556,40024,45573,40089,41390,53442,41959,45630,52414
3071,44819,34540,48556,40024,45573,52414,40089,53442,41390,41959,45630
3134,46522,42460,40011,53591,52440,44822,43367,53655,52504,53492,46152
3344,43454,43415,53591,52440,42460,43367,53492,44822,46152,53655,52504
3368,Error,Error,Error,Error,Error
3588,Error,Error,Error,Error,Error
3610,Error,Error,Error,Error,Error
3642,34540,48556,40024,44819,45573,41390,53442,52414,40089,41959,45630
3697,48456,34540,52810,53627,45630,47874,40089,41390,53442,52414,41959
3733,40024,34540,48556,44819,53627,45630,52414,53442,41959,41390,40089
3755,48456,40024,44819,48556,45573,41959,53442,52414,45630,40089,41390
3849,47839,52440,46522,40011,43454,43367,53655,53492,44822,46152,52504
3871,40011,47839,43454,52440,43415,53655,43367,44822,52504,53492,46152
3897,48556,40024,34540,44819,45573,53442,41959,52414,41390,40089,45630
3940,48556,40024,44819,34540,45573,53442,41959,52414,41390,40089,45630
3981,40024,44819,48556,34540,45573,45630,40089,53442,41959,41390,52414
4022,Error,Error,Error,Error,Error
4044,48556,44819,40024,34540,45573,53442,40089,41959,41390,52414,45630
4112,48988,45185,48097,43324,39212,52590,42883,52603,53444,42474,46092
4145,48556,34540,40024,44819,45573,53442,40089,52414,41390,45630,41959
4231,40011,43454,43415,46522,52440,53655,52504,53492,43367,46152,44822
4253,Error,Error,Error,Error,Error
4285,40011,46522,43454,43415,46526,53655,43367,53492,44822,46152,52504
4307,43454,46522,40011,46526,45369,43367,44822,53655,53492,46152,52504
4355,46522,43415,40011,43454,46526,52504,53655,43367,46152,44822,53492
180,42363,41359,43324,44912,48097,42883,52590,52603,53444,46092,42474
202,42363,41359,45185,48097,43324,42883,52590,53444,42474,52603,46092
342,Error,Error,Error,Error,Error
366,48415,40092,44879,44075,52513,52666,42344,44844,41532,52432,42356
436,40092,53098,52513,44879,52666,42344,42356,45244,41532,52432,44844
481,Error,Error,Error,Error,Error
537,Error,Error,Error,Error,Error
668,52942,48415,53098,44879,52513,42356,44844,42344,52432,52666,41532
718,42437,44879,53098,52762,52513,41532,42356,42344,52666,52432,44844
771,53098,40092,52762,52513,48415,41532,52666,42356,52432,44844,42344
795,40092,37737,44879,52513,44075,41532,52666,44844,42356,42344,52432
964,43324,48097,42363,45185,52603,42883,46092,41359,53444,52590,42474
1026,48415,52942,52513,44879,53098,42356,44844,52432,41532,52666,42344
1069,Error,Error,Error,Error,Error
1192,42363,44912,48097,47749,47870,42883,42474,52590,52603,46092,53444
1220,48097,44912,43324,42363,47870,42883,52603,53444,46092,52590,42474
1244,45185,43324,42363,48097,39212,42474,53444,46092,52590,52603,42883
1273,42363,44912,48097,47870,47749,53444,46092,52603,42474,42883,52590
1307,48988,48097,45185,43324,53000,42474,53444,52590,52603,42883,46092
1329,Error,Error,Error,Error,Error
1443,37737,42437,42356,45244,52666,41532,44844,42344,52432,44879,52762
1493,42437,37737,52762,52513,41532,42356,52432,42344,45244,52666,44844
1580,42363,45185,48097,44912,47870,53444,42474,52783,42883,52590,46092
1604,42363,48097,45185,47870,44912,42883,53444,52783,42474,46092,52590
1626,42363,48097,44912,47870,43324,42474,46092,52783,53444,42883,52590
1648,45185,43324,48097,48988,39212,42474,53444,52783,46092,42883,52590
1784,37737,44879,44075,52513,52432,42356,45244,52666,41532,44844,42344
1820,42437,53098,48415,52513,44879,52432,42356,52666,44844,41532,42344
1887,45185,42363,48097,39212,43324,46092,52603,42883,53444,42474,52590
1911,43324,42363,45185,48097,39212,52590,53444,42883,46092,52603,42474
1940,Error,Error,Error,Error,Error
1978,42363,48097,45185,39212,43324,52603,53444,42883,42474,52590,46092
2381,40092,44879,53098,52513,44075,44844,41532,42356,52666,52432,42344
2414,48415,52513,42437,53098,52762,41532,42344,52432,42356,44844,52666
2526,Error,Error,Error,Error,Error
2550,52489,41500,43362,47932,42547,52517,44972,41265,53446,46084,48235
2574,45185,48097,42363,39212,43324,52590,42474,53444,42883,46092,52603
2619,45185,43324,42363,48097,53000,52590,52603,53444,42474,46092,42883
2668,45185,48097,42363,43324,53000,42474,52590,46092,42883,53444,52603
2735,43324,42363,47749,48097,53000,42474,52603,42883,52590,53444,46092
2759,42363,43324,48097,53000,47749,42883,52603,52590,53444,42474,46092
2783,48097,39212,45185,42363,43324,42474,52603,53444,42883,52590,46092
2849,42363,48097,45185,43324,44912,46092,52603,52590,42474,42883,53444
2915,Error,Error,Error,Error,Error
2957,52942,37737,48415,42437,44879,42344,52666,52432,42356,44844,41532
3023,48097,45185,42363,43324,47870,52590,53444,52603,46092,42474,42883
3045,45185,42363,43324,48097,47870,42474,52590,46092,52603,53444,42883
3093,Error,Error,Error,Error,Error
3197,Error,Error,Error,Error,Error
3241,42363,45185,48097,43324,39212,52590,42474,53444,46092,42883,52603
3296,Error,Error,Error,Error,Error
3317,45185,48097,43324,48988,39212,52590,53444,42474,52603,42883,46092
3373,52666,52432,42356,44844,41532,52942,40092,53098,45244,42344,44879
3435,44856,42412,52622,47847,47987,54006,45056,33107,38605,52477,41310
3506,40092,53098,42437,48415,52762,42344,52432,41532,42356,44844,52666
3684,Error,Error,Error,Error,Error
3769,48097,45185,43324,42363,39212,52603,42883,53444,42474,46092,52590
3815,Error,Error,Error,Error,Error
3856,42363,48097,45185,43324,39212,46092,53444,52603,42474,42883,52590
3878,Error,Error,Error,Error,Error
3907,42363,43324,48097,45185,39212,42883,46092,53444,52603,42474,52590
3974,48097,42363,45185,44912,47870,53444,52603,42474,52590,42883,46092
