4106,53436,43453,43290,52443,48053
4164,43453,53436,48455,43584,52443
4199,48455,52443,43290,43584,53436
4253,52443,43584,43290,47791,48455
4401,44959,41291,47819,46671,46078
4441,52483,52443,48053,43584,43290
4463,52443,43290,47791,46089,53541
4492,53436,52443,52574,43290,43584
4514,43290,52443,43453,48455,53436
4555,52443,43290,47791,53436,53541
4607,48455,43290,47791,53541,53436
78,41246,37255,42429,33566,43302
100,48415,44075,42344,52513,47831
151,42410,53430,41939,46130,47818
249,53430,46130,38696,42516,52733
337,37255,37101,37213,45339,46167
423,43302,47838,37255,46167,53518
447,41293,47806,33566,37255,42429
513,37255,42429,46167,37213,53518
643,47818,53430,42302,46130,38696
699,52733,41322,53430,42302,42516
745,53464,41258,44832,43384,46109
787,37255,41246,46367,37213,47838
811,46367,37255,42429,43302,47838
878,37255,41246,42429,46167,47806
1050,53430,52450,38696,41322,41286
1091,41286,53430,42516,47818,44846
1157,42302,53430,42516,41322,38696
1179,53430,47818,44846,41322,42410
1212,52450,53430,52733,47818,41322
1278,53430,46130,52733,47818,38696
1359,43302,47838,37255,45321,46167
1404,53518,37255,45339,46167,43302
1426,37255,41246,33566,53518,46167
1518,37255,41246,47838,40138,46167
1711,44846,53430,47818,52733,42380
1924,53430,52450,47818,52733,44846
2042,37101,37255,45321,47806,46167
2075,37255,47806,37213,53518,37101
2183,41939,44846,53430,38696,47818
2223,44846,53430,47818,42410,52450
2245,42410,47818,53430,52733,38696
2297,42429,37255,33566,41246,47806
2325,33566,42429,47806,41293,37213
2388,37255,41293,47806,53518,41246
2429,43302,53518,37255,41246,33566
2581,41322,52450,53430,41286,42410
2681,41246,53518,37255,40138,43302
2795,46130,53430,44846,52733,52450
2838,53430,52733,42410,42516,41322
2966,37101,41293,43302,37255,41246
3053,37255,42419,41293,45339,46167
3127,52733,53430,42516,41322,52450
3151,44846,38696,53430,41939,42516
3175,41322,53430,38696,44846,46130
3210,42410,47818,42302,53430,44846
3310,47838,37255,46143,40138,41293
3361,41939,53430,52733,38696,41322
3426,44978,53430,41322,44846,46130
3467,37255,45339,37101,53518,41246
3631,37255,53518,33566,41246,40138
3687,53430,42516,46130,38696,47818
3711,42410,47818,42516,53430,52733
3735,38696,52733,53430,44846,47818
3761,43291,46173,44792,46106,44943
3783,52733,53430,42516,47818,41322
3805,53430,52733,44846,47818,41939
3886,44846,53430,42410,53574,47818
4420,53430,52450,38696,42516,47818
4489,52450,53430,47818,41286,42410
4513,46130,53430,52450,38696,44846
4535,41286,44978,53430,42410,46130
4604,44978,46130,53430,38696,47818
4649,47818,53430,52450,44846,41322
4673,42516,53430,52733,41322,42410
4695,46130,53430,52450,52733,47818
128,52449,43291,45102,46106,46075
245,46075,46106,46173,43291,53658
855,43447,38605,42412,45062,47847
903,52622,38605,33107,43447,45056
948,46096,38605,42412,43447,52477
1040,46075,43291,43307,53658,46106
1064,46180,44881,34452,46102,42400
1130,52449,43291,40641,42477,43307
1171,43291,47842,52442,40641,43307
1195,43291,46075,52442,52449,45102
1246,52622,38605,46189,43447,42412
1296,45062,41310,38605,52622,33107
1320,38605,46096,52622,43447,33107
1371,44943,52449,43291,44792,42477
1483,43307,44943,43291,47842,46106
1583,47847,38605,42412,53485,45062
1824,42477,43291,40641,46173,44943
1865,40641,53556,43291,44792,44943
1921,33107,38605,45062,52477,41310
1945,38605,44856,45062,33107,43447
2058,43307,44943,43291,47842,52449
2210,38605,46189,43447,33107,41310
2229,38605,43447,52552,47847,42412
2253,38605,47987,52622,47847,33107
2301,46106,52442,43291,43307,46075
2609,33107,38605,45062,46189,43447
2760,46106,43291,52449,40641,43307
2868,46106,46173,52442,43291,46075
2914,43307,46106,44943,43291,47842
2964,52449,43291,48118,46106,40641
2988,44943,43307,42477,46106,47842
3032,46075,43291,52442,53658,46106
3079,38605,46189,33107,43447,52477
3132,42412,38605,46189,43447,47847
3236,33107,41310,38605,47847,52622
3287,52449,43291,42477,44792,44943
3311,46106,52449,43291,52442,43307
3382,43291,46173,44943,46075,43307
3439,44943,46106,46173,43291,46075
3463,52442,43291,46173,42477,46106
3561,52449,44943,53556,47842,43291
3803,46173,43291,52442,44943,42477
3833,43291,53658,48118,44792,46075
218,40615,47784,46203,39973,37130
253,46116,47784,39973,46203,38779
386,47784,46203,37077,42398,52480
494,43334,48207,40124,38538,42589
621,47784,39973,38779,42367,37130
839,46203,47784,46116,37130,42367
863,38779,46203,39965,47784,39973
930,41237,38538,47834,43556,44975
954,41237,38538,44975,35472,47865
1090,40020,47784,39965,44917,37130
1128,47784,44917,39973,40020,38779
1152,42367,47784,46116,44917,40020
1476,47865,43334,38538,45355,40124
1562,38538,43334,43556,40124,41237
1584,52590,53444,48097,42474,43324
1703,52480,42367,47784,53478,46203
1725,46203,39965,38779,47784,42367
1747,47784,46203,37077,46116,39973
1834,37130,42367,47784,39965,46116
2050,44975,38538,45355,41237,47834
2095,47865,40124,47834,38538,37079
2119,53435,52413,48017,42924,47861
2189,38538,47834,35472,40124,45355
2222,41237,47865,43556,38538,45355
2244,44975,38538,37079,41237,35472
2529,41237,38538,43556,43334,47834
2553,37079,38538,38629,41237,43556
2654,47784,39973,46203,52480,43648
2716,47784,44917,40615,43648,37077
2856,43334,38538,42589,40124,42952
2901,44975,45355,40124,47865,42952
2927,40615,47784,46203,42398,43648
3148,44975,38538,42952,45355,47834
3245,37130,47784,46116,44917,43648
3466,35472,40124,47834,38538,41237
3488,44975,38538,41237,40124,37079
3804,35472,38538,41237,37079,43556
3828,43334,38538,45355,47865,40124
3847,38538,44975,47834,41237,40124
3871,47834,44975,43556,41237,53634
85,52414,34540,35462,44819,40024
175,52414,34540,35462,53442,53627
225,52414,34540,45573,41390,48456
272,52414,53442,40024,41390,46320
377,45481,30078,41349,53511,53480
450,53442,52414,45573,41390,41959
493,52414,53442,40024,46320,52810
920,30078,43010,41475,41349,52474
974,30078,53511,45012,47859,52474
996,47859,30078,43722,41349,42348
1095,53442,40024,52414,48556,40089
1145,52414,48456,40024,35462,40089
1190,45573,52414,40024,34540,53442
1214,34540,52414,48556,35462,44819
1238,41390,53442,48556,44819,52414
1304,53442,45573,52414,40024,35462
1545,46320,41390,52414,35462,48556
1599,53442,52414,48556,40024,45573
1644,52414,52628,53442,35462,41390
1675,52414,53627,40024,53442,43845
1784,35462,48456,45573,52414,34540
2046,45573,52414,48556,44819,35462
2641,52414,41390,53442,45573,44819
2670,52414,53442,45573,34540,45630
2692,52414,53627,48556,43845,44819
2714,52414,34540,45630,53442,46320
2761,52414,44819,48556,45573,34540
2849,53442,52414,45573,41390,40024
3442,45573,52414,53442,52810,45630
3484,45573,52414,34540,40089,44819
3575,52414,53627,40024,52810,48456
3992,41390,53442,45573,52414,48556
4055,53442,52414,46320,34540,45630
4101,53627,48556,52414,52628,53506
4191,52414,53442,44819,34540,45630
4312,40089,53442,45573,52414,45630
126,46104,46070,43465,52595,43370
155,41264,43297,46070,46104,43465
198,46070,41292,41264,46235,40070
243,46070,40070,43297,44841,52418
490,47839,44822,52440,46522,40011
514,44881,34452,47853,47952,33130
642,43454,44822,46526,43367,52504
677,46152,43415,44822,46526,53655
710,44822,52504,43367,47839,53492
768,46070,44898,44841,46235,40070
797,46070,52523,40070,44898,44841
866,41264,52418,41292,46070,44898
995,52440,53492,43367,44822,53655
1142,46526,44822,47839,40011,43415
1166,44822,40011,43454,46522,52440
1188,53492,44822,40011,47839,46522
1247,53492,52504,53655,44822,43367
1387,43297,46070,52595,46104,40416
1484,46104,40416,41292,46070,43297
1508,41264,40416,52595,41292,46104
1601,44822,43367,40011,43415,47839
1631,53492,44822,53655,47839,43454
1672,44822,43415,43454,52440,47839
1694,44822,53655,46522,52440,40011
1716,44822,47839,43415,46526,43454
1853,46070,41264,41292,40416,43297
1894,44898,46070,44841,41264,43297
2124,53492,44822,43454,43367,47839
2226,44822,43367,43454,47839,52504
2250,44822,47839,43454,43415,52440
2340,42460,44822,43454,40011,43367
2587,52440,52504,44822,47839,43454
2777,53492,43367,44822,46526,43454
2833,46104,46070,41292,43297,52523
2942,41264,46235,46104,43297,40070
3192,46070,53520,44841,40070,41264
3286,43367,43454,44822,43415,52440
3390,46070,53520,46235,41292,43297
3435,46070,41264,41292,44841,44898
3510,43454,52440,47839,44822,40011
3534,52440,44822,53655,46152,53492
3617,52504,43454,44822,43415,52440
3704,46070,52595,46235,43297,40070
200,53444,43324,44912,42587,41359
352,48017,52413,46192,43475,52447
525,53549,46092,52603,53444,42363
574,46092,53549,53444,48097,42474
603,53444,53549,43324,42363,52603
865,42883,47870,53444,48097,46092
929,53444,48097,42474,42883,46092
953,46092,52590,53444,52603,42883
1020,53444,46092,42474,48097,42883
1201,42924,52922,52413,53435,42357
1225,45217,52413,46192,42924,52922
1284,53471,42837,52413,47861,43475
1323,47749,47870,42363,52590,53444
1390,53444,45185,41359,42363,48097
1442,42924,53471,53435,52922,52413
1492,42837,41506,52413,42924,52519
1712,46092,53444,42363,47870,52603
1772,53435,48017,42357,52413,52447
1947,48017,52413,42357,41506,53471
2141,52413,42837,42357,43475,53471
2191,53471,53435,52413,48017,42924
2287,53435,42837,52413,53471,46111
2426,52590,46092,53444,42474,52603
2461,42883,53444,43324,48097,47870
2515,53444,45185,42363,41359,44912
2550,44912,41359,53444,45185,42363
2611,53444,46092,43324,42474,47870
2633,46092,53444,42363,45185,41359
2728,53444,45185,44912,41359,42883
2752,46092,45185,53444,41359,52603
2973,53444,46092,44912,43324,52783
3016,52783,45185,53444,41359,48988
3069,41359,48097,53444,42363,45185
3173,48097,53444,42363,41359,46092
3345,42924,53471,52413,48017,42357
3415,52413,48017,42357,42924,47861
3473,43324,53444,45185,48097,42363
3497,53444,41359,46092,43324,42883
3610,53444,42363,48097,45185,41359
184,45244,37737,52666,40023,52942
206,42344,53098,48415,40023,44879
283,44995,46243,29851,41296,44068
307,29851,44995,46243,53514,44068
393,45635,47827,29851,44068,37139
421,29851,53491,41282,53571,47827
528,42344,44844,42356,48415,44879
573,40023,52666,42344,42356,44844
597,45244,53098,42344,40023,42356
709,44844,42344,40023,44879,53098
921,44068,29851,47827,41282,52470
945,47827,29851,53571,41282,37139
1274,52762,42437,42344,40023,48541
1391,44879,42344,52513,40023,42356
1493,44995,29851,46243,41282,45635
1517,44995,29851,41282,46243,47827
1550,41296,29851,37139,44995,53571
1698,53571,44068,47827,29851,41282
1785,53172,41282,29851,30842,44995
1855,53464,41258,44832,52491,47824
2005,44879,42344,44844,52666,52513
2118,44879,45244,42344,53098,48415
2140,40023,42344,44879,44844,53098
2181,46243,29851,45635,44068,47827
2203,47827,53571,29851,46243,41282
2259,44068,47827,29851,53571,30842
2327,42344,40023,44879,42356,48541
2471,52470,29851,41282,53491,53571
2493,45244,42344,44879,48415,40023
2536,44879,42344,52762,52432,53098
2755,29851,52470,45635,47827,44068
2986,47827,44068,53571,41296,52434
3031,53685,44068,47827,41296,52434
84,46103,52412,46629,47789,43425
106,47789,43329,52558,47954,46071
186,43329,47789,43425,44908,37090
335,44832,53464,41258,45267,38642
465,42358,47803,41258,44987,44832
566,44832,47824,43384,53464,38642
611,42358,41258,44832,38642,43384
635,42358,41258,52454,38642,52491
657,44832,41258,47803,46109,52491
702,44832,52454,46109,53464,41258
980,52558,46629,37090,47954,47789
1004,43425,47789,37090,47959,52558
1127,43384,38642,41258,52526,44987
1175,43384,38642,44832,41258,52491
1199,41258,52423,44832,52454,38642
1260,52526,41258,42358,43384,46109
1366,43425,47789,43880,52551,37118
1388,43425,47954,47789,43329,37118
1437,44832,41258,45267,47803,46109
1499,43384,41258,52423,52491,47803
1564,41258,46109,47803,45267,42358
1593,41258,47824,52423,47803,43384
1810,41258,43384,44832,47824,52491
1877,52491,43384,44832,53464,52526
1901,47824,52526,53464,41258,44987
1944,44832,42358,41258,52423,45267
2151,44832,52454,41258,46109,53464
2282,47789,52412,46071,52551,43329
2304,52551,47789,46071,47954,43329
2349,46629,47789,46071,47959,46103
2371,47789,37090,52551,44908,46629
2395,47789,44908,46071,47954,52551
2532,42358,41258,44832,52491,44987
2947,46071,47789,52412,37118,46629
2971,46103,47954,46071,44908,47789
3047,47789,46071,43329,52412,46629
3095,46071,37090,47954,43329,47789
3117,47954,47789,43329,37090,52412
3181,41258,44832,44987,42358,43384
3294,47789,43425,44908,52507,52412
3318,43425,47789,37118,52412,52507
3342,43425,47789,37118,52507,52412
3388,52412,52507,43425,47789,43329
3446,46103,52412,43425,47789,44908
3601,46103,53625,47789,44908,47959
3625,46103,52507,52551,47789,47954
3649,46103,47789,44908,47959,52507
3673,47959,47789,46629,46103,52551
3743,47789,53625,53449,43329,52507
69,37110,52451,43345,29550,35534
217,46108,29550,37110,47856,43345
425,37110,52451,29550,43320,42503
468,37110,41712,52581,52451,43320
492,37110,40026,41712,29550,43320
538,47952,46180,34452,30869,33130
607,34452,47853,43399,44881,47952
684,43320,37110,41712,29550,41290
775,37110,42899,29550,46108,52581
804,40026,41290,37110,47856,43345
962,45094,43399,34452,47853,46102
991,46102,47952,30869,45094,34452
1042,34452,47853,30869,33130,44881
1141,37110,41290,42899,52451,47856
1265,37110,43345,40026,41290,47856
1421,37110,47856,52451,52581,46108
1554,41290,41712,43345,43320,29550
1794,30869,34452,43399,47853,47952
1818,47853,34452,43399,42400,47952
1898,46108,47856,52451,37110,40026
2012,37110,42503,41712,43345,53580
2243,45550,41712,37110,41290,46108
2341,52465,34452,47853,33130,44881
2363,47853,30869,46180,33130,34452
2387,42400,47853,34452,44881,33130
2440,44881,52465,34452,47853,42400
2469,44881,34452,33130,42400,46102
2560,37110,46108,43320,52581,41712
2615,37110,41712,41290,52581,42899
2733,43320,47856,46108,37110,42899
2757,37110,45550,41290,41712,46108
2778,41712,40026,37110,45550,43345
2847,46108,37110,42899,47856,41290
2881,37110,47856,45550,52451,41290
3054,34452,47853,39989,43399,47952
3154,46102,46180,34452,44881,52465
3224,34452,46102,44881,52465,47853
3284,34452,43399,46100,46102,52465
3399,41290,46108,37110,42899,52581
3421,46108,52581,37110,41712,43320
3472,48159,37110,46108,41712,35534
55,52420,46084,53446,52489,41265
77,46084,48233,41265,53446,47807
169,46084,47807,41265,53446,47932
228,52517,48235,46084,53446,43362
250,52517,52420,47807,41265,39109
383,43295,46101,41230,53180,41222
428,46101,41230,46273,47808,46284
475,46101,46273,41222,43295,38557
562,47807,52489,41265,47932,52517
590,44972,42547,41265,46084,47807
612,44849,47807,41265,46084,53446
692,46101,47808,53180,43295,45268
737,46101,41222,52500,53180,47808
759,46101,46155,52500,47808,53180
880,41265,47920,53446,46084,52517
1013,46101,47808,53180,41222,43295
1075,41265,52420,47807,48235,46084
1174,53180,46101,45268,46155,38557
1226,46101,46273,47808,41222,38557
1250,43295,46101,52500,53180,41222
1293,46101,43295,41222,52514,41230
1461,46084,43362,41265,47932,47920
1507,52517,41265,42547,52420,47807
1553,47807,41265,52489,47932,46084
1655,47808,41230,46101,43295,41222
1836,41265,53446,47932,43362,48235
1875,47920,41265,46084,44972,44849
1899,47932,41265,43362,53446,46084
