playId,nflId,2nd,3rd,4th,5th,6rd,7th,8th,9rd,10th,11th
1687,42412,47847,52622,46189,45062,43447,45056,52477,41310,33107,38605
1726,46277,45532,42347,46150,43293,43424,47873,42654,52554,46119,37082
1776,Error,Error,Error,Error,Error,,,,,,
1918,46150,46206,42347,52425,47911,37082,52554,43424,47873,42654,46119
1940,42347,52425,45532,46150,47911,47873,43424,42654,46119,37082,52554
2008,Error,Error,Error,Error,Error,,,,,,
2032,41233,35634,44896,35481,44816,40151,52421,42404,46163,42377,25511
2088,52425,42347,46150,46206,43293,52554,42654,37082,47873,43424,46119
2129,46150,42347,52425,46206,43293,42654,52554,47873,37082,43424,46119
2169,42347,52425,46150,46206,43293,43424,47873,52554,37082,46119,42654
2211,46150,42347,52425,46206,43293,47873,42654,43424,37082,52554,46119
2233,42347,46150,52425,45532,43293,43424,42654,47873,52554,37082,46119
2257,46150,52425,42347,45532,43293,37082,52554,43424,42654,46119,47873
2279,Error,Error,Error,Error,Error,,,,,,
2298,Error,Error,Error,Error,Error,,,,,,
2330,Error,Error,Error,Error,Error,,,,,,
2397,44896,35634,41233,39985,42033,46163,42404,25511,40151,52421,42377
2419,Error,Error,Error,Error,Error,,,,,,
2441,44896,41233,35481,35634,39985,40151,52421,25511,42377,46163,42404
2530,46150,42347,52425,46206,43293,47873,52554,37082,42654,43424,46119
2554,Error,Error,Error,Error,Error,,,,,,
2632,42347,46150,45532,52425,43293,52554,37082,42654,43424,47873,46119
2656,52425,46277,45532,46150,43293,37082,43424,47873,42654,52554,46119
2678,46150,46277,45532,52425,43293,43424,52554,37082,46119,42654,47873
2735,Error,Error,Error,Error,Error,,,,,,
2780,46277,46206,42347,43293,45532,37082,42654,46119,52554,47873,43424
2871,41233,35481,44896,44816,35634,40151,42404,52421,25511,42377,46163
2893,Error,Error,Error,Error,Error,,,,,,
2915,47991,41233,35481,44896,39985,40151,46163,42404,25511,42377,52421
3014,47954,44908,43329,43425,37118,46629,37090,52412,46103,52551,47789
3062,42033,44896,35481,41233,44816,25511,42377,46163,40151,42404,52421
3110,Error,Error,Error,Error,Error,,,,,,
3134,41233,44896,35634,35481,44816,46163,42377,52421,40151,25511,42404
3216,42347,46206,46150,45532,43293,37082,47873,43424,42654,46119,52554
3261,Error,Error,Error,Error,Error,,,,,,
3306,46150,52425,46206,42347,43293,37082,43424,47873,42654,46119,52554
3330,52425,42347,45532,46206,43293,37082,47873,46119,42654,52554,43424
3364,Error,Error,Error,Error,Error,,,,,,
3406,42347,52425,45532,46277,47911,47873,52554,46119,37082,43424,42654
3462,41233,44896,35481,35634,44816,42404,40151,46163,52421,42377,25511
3588,35634,44896,41233,44816,42033,52421,46163,40151,42377,25511,42404
3633,35634,44896,41233,35481,44816,40151,42377,46163,25511,42404,52421
3655,Error,Error,Error,Error,Error,,,,,,
3724,42347,45532,46206,43293,52425,52554,42654,37082,43424,46119,47873
3746,52425,42347,46277,43293,47911,43424,52554,37082,46119,47873,42654
3793,41292,52595,43370,52523,41264,43297,46070,40416,46235,44898,40070
3862,44896,42033,44816,41233,35481,46163,42377,40151,42404,52421,25511
3909,47991,35634,44896,41233,44816,40151,42377,42404,52421,46163,25511
3933,44896,42033,47991,35481,44816,42404,40151,42377,25511,52421,46163
3962,44896,41233,44816,35634,35481,40151,42404,52421,46163,42377,25511
4094,Error,Error,Error,Error,Error,,,,,,
4141,Error,Error,Error,Error,Error,,,,,,
4189,52425,42347,46277,43293,45532,37082,43424,52554,42654,47873,46119
4211,46277,52425,45532,42347,43293,37082,46119,52554,43424,42654,47873
4246,52425,42347,45532,46277,43293,43424,47873,37082,42654,46119,52554
4287,42347,46277,46206,52425,43293,43424,42654,47873,52554,37082,46119
4393,Error,Error,Error,Error,Error,,,,,,
4428,52425,46277,45532,42347,47911,43424,37082,42654,46119,52554,47873
4538,41233,44896,35634,35481,39985,42404,25511,40151,52421,46163,42377
4560,44896,35634,35481,41233,39985,25511,42404,40151,42377,52421,46163
4624,35634,44896,41233,35481,39985,40151,46163,42377,42404,25511,52421
4653,35481,44896,35634,41233,39985,46163,40151,52421,42404,42377,25511
4677,44896,41233,35634,35481,39985,40151,46163,42377,42404,25511,52421
4699,44896,47991,42033,41233,39985,42404,46163,52421,40151,25511,42377
4728,47991,44896,35634,41233,39985,52421,40151,42377,25511,46163,42404
4750,44896,41233,39985,35634,35481,42404,25511,46163,40151,52421,42377
4772,44896,41233,35634,39985,35481,42404,46163,40151,42377,52421,25511
56,Error,Error,Error,Error,Error,,,,,,
122,46095,53433,39975,46094,42469,47797,41232,53497,52486,33084,47814
146,42363,48097,43324,47870,44912,52590,42587,42883,42474,53444,46092
176,46095,53433,39975,42469,46094,53497,33084,41232,52486,47797,47814
231,53433,46095,46263,48374,42469,47814,53497,41232,52486,33084,47797
303,46095,48374,46263,46094,42469,33084,47814,47797,52486,41232,53497
348,46095,46263,48374,46094,42469,53497,52486,47814,47797,41232,33084
370,46095,46263,48374,46094,42469,47814,53497,41232,52486,33084,47797
605,53439,52429,47836,39983,52608,39950,52461,46302,43368,37266,38606
705,46263,46095,37234,41808,39975,47797,53497,47814,52486,41232,33084
750,43429,53433,46394,46094,39975,41232,47814,52486,53497,47797,33084
821,46095,46263,46094,53433,42469,53497,52486,41232,47814,47797,33084
843,Error,Error,Error,Error,Error,,,,,,
864,46095,46094,53433,42469,37234,47797,53543,47814,52486,33084,41232
966,53433,37234,48723,39975,41808,47814,53543,33084,47797,52486,41232
1023,46095,48374,46263,53433,39975,53543,47797,47814,52486,41232,33084
1085,Error,Error,Error,Error,Error,,,,,,
1153,47840,53439,39983,46118,47836,38606,52461,46302,39950,37266,43368
1182,39983,46118,53439,47836,52429,52461,39950,37266,46302,38606,43368
1206,53439,52429,46118,39983,47836,39950,52461,38606,46302,43368,37266
1249,47836,45607,53439,46118,52429,46302,43368,52461,38606,39950,37266
1271,52608,39983,46118,53946,47836,38606,46302,52461,39950,43368,37266
1326,46263,46095,42469,41232,52486,33084,47814,37234,47797,53497,41808
1459,53433,46095,46094,37234,39975,53497,52486,47797,47814,41232,33084
1494,Error,Error,Error,Error,Error,,,,,,
1558,52429,52608,39983,53439,47836,39950,52461,43368,37266,46302,38606
1582,53579,46118,53439,39983,53946,46302,43368,38606,52461,39950,37266
1606,46118,53579,53439,39983,53946,38606,43368,46302,52461,39950,37266
1630,Error,Error,Error,Error,Error,,,,,,
1732,52608,46118,53439,53579,47836,39950,38606,37266,52461,43368,46302
1792,52429,52608,53439,39983,47836,46302,39950,52461,43368,37266,38606
1991,Error,Error,Error,Error,Error,,,,,,
2020,53439,45607,52429,39983,53579,52461,39950,38606,37266,46302,43368
2063,Error,Error,Error,Error,Error,,,,,,
2121,52429,45607,53439,39983,53579,39950,38606,46302,52461,37266,43368
2145,Error,Error,Error,Error,Error,,,,,,
2214,Error,Error,Error,Error,Error,,,,,,
2275,53439,45607,52429,39983,53579,39950,37266,52461,38606,46302,43368
2321,53439,52429,46118,45607,53579,46302,39950,43368,38606,37266,52461
2399,53439,46118,52608,52429,53579,43368,38606,46302,52461,37266,39950
2631,Error,Error,Error,Error,Error,,,,,,
2675,53433,46095,46263,41808,42469,53497,41232,33084,52486,47797,47814
2720,46095,53433,46094,46263,42469,53497,47814,33084,41232,52486,47797
2767,53439,52608,46118,52429,47836,43368,46302,38606,37266,52461,39950
2906,52429,47840,53439,46118,47836,39950,38606,46302,52461,37266,43368
2935,46118,52608,52429,53439,47836,46302,39950,52461,43368,37266,38606
2978,46095,53433,46094,46263,39975,41232,53497,52486,47814,47797,33084
3045,Error,Error,Error,Error,Error,,,,,,
3145,46095,46263,43429,53433,46094,53497,41232,47797,47814,52486,33084
3383,Error,Error,Error,Error,Error,,,,,,
3416,46095,53433,42469,46094,39975,53497,47797,41232,52486,47814,33084
3480,46094,46095,53433,46263,42469,33084,47814,47797,41232,52486,53497
3502,43429,46095,46263,53433,42469,53497,41232,47797,47814,52486,33084
3599,52608,53439,46118,39983,47836,52461,43368,37266,39950,38606,46302
3659,53439,39983,52429,46118,47836,46302,43368,39950,52461,37266,38606
3728,Error,Error,Error,Error,Error,,,,,,
3752,46095,46263,53433,41808,42469,47814,41232,47797,52486,33084,53497
3776,Error,Error,Error,Error,Error,,,,,,
3798,46095,46263,43429,46094,42469,41232,47797,53497,33084,47814,52486
3820,Error,Error,Error,Error,Error,,,,,,
3928,39983,53439,52608,52429,47836,37266,52461,46302,38606,39950,43368
3988,46095,46263,46094,53433,42469,47814,41232,33084,53497,52486,47797
4017,46263,53433,46095,46094,42469,33084,47797,52486,41232,47814,53497
4041,46094,46263,53433,46095,42469,53497,41232,52486,47814,47797,33084
4112,Error,Error,Error,Error,Error,,,,,,
4131,Error,Error,Error,Error,Error,,,,,,
4240,46263,46095,42469,46094,53433,53497,47814,47797,41232,33084,52486
4274,46263,46095,46094,53433,42469,33084,47797,52486,41232,47814,53497
4298,Error,Error,Error,Error,Error,,,,,,
4317,46095,46094,46263,53433,42469,47797,53497,52486,41232,33084,47814
4346,Error,Error,Error,Error,Error,,,,,,
4367,46263,53433,46095,48374,42469,53497,47797,41232,47814,52486,33084
63,35521,44985,42489,52536,38947,42445,42392,47821,44875,42471,46076
111,42489,35521,52536,38947,44985,46076,42392,47821,42471,44875,42445
262,52457,41236,44874,47849,53453,53557,41321,52543,53516,46161,28963
345,Error,Error,Error,Error,Error,,,,,,
406,42489,35521,38947,47879,47857,47821,42392,42471,44875,42445,46076
430,35521,38947,42489,47879,47857,42471,42445,46076,47821,42392,44875
454,47857,42489,38947,35521,47879,44875,42392,46076,47821,42445,42471
476,35521,38947,42489,47879,47857,44875,42445,47821,46076,42392,42471
500,38947,42489,47879,35521,47857,42392,42445,47821,42471,44875,46076
561,35521,42489,47879,38947,47857,47821,42445,42392,46076,44875,42471
589,42489,38947,52536,47857,47879,42445,42392,44875,42471,47821,46076
639,47849,52457,41236,44874,53453,53516,46161,52543,41321,28963,53557
691,47849,53484,44874,52457,53453,46161,53516,41321,53557,52543,28963
762,35521,38947,42489,52536,47857,42445,42392,46076,46689,42471,44875
856,47849,44874,53453,41236,47924,53516,53557,28963,41321,52543,46161
901,44874,47849,52457,53453,53484,52543,53516,53557,41321,28963,46161
997,52457,41236,46129,44874,53453,53516,28963,41321,46161,52543,53557
1058,35521,47879,47857,42489,38947,46689,42471,42392,42445,46076,44875
1087,42489,35521,47879,38947,47857,42471,42445,46076,42392,44875,46689
1148,38947,35521,47879,42489,47857,46689,42392,42445,42471,44875,46076
1172,42489,35521,38947,47879,47857,42392,46689,44875,42471,46076,42445
1234,47849,52457,44874,41236,53453,53516,41321,53557,52543,46161,28963
1300,Error,Error,Error,Error,Error,,,,,,
1367,Error,Error,Error,Error,Error,,,,,,
1393,42489,44985,52536,38947,35521,46076,42471,47821,42445,44875,42392
1422,47849,52457,47924,44874,53453,53557,46161,53516,41321,52543,28963
1446,44874,52457,47849,53453,47924,53557,46161,53516,41321,52543,28963
1486,44874,52457,47849,41236,53453,53516,28963,41321,46161,52543,53557
1548,42489,35521,47879,47857,38947,42471,42392,46076,42445,47821,44875
1572,38947,42489,47879,35521,47857,47821,42445,42471,46076,42392,44875
1605,35521,42489,38947,47857,47879,42445,47821,42392,42471,46076,44875
1629,42489,52536,47879,38947,47857,42392,47821,42445,42471,46076,44875
1653,52536,47879,38947,42489,47857,46076,42392,42471,47821,42445,44875
1710,Error,Error,Error,Error,Error,,,,,,
1746,35521,42489,38947,47879,47857,44875,46076,42392,42471,42445,47821
1808,42419,45321,37101,41246,45339,47838,41293,37255,47806,37213,43302
1870,42489,35521,44985,52536,38947,42392,46076,42471,44875,47821,42445
1951,42489,35521,52536,38947,47857,42392,42471,44875,47821,42445,46076
2126,46129,47849,44874,53453,53484,41321,52543,28963,53557,46161,53516
2209,41236,52457,47849,44874,52543,53557,28963,46404,46161,53453,41321
2302,44874,46129,53484,47849,53453,53557,53516,46161,52543,41321,28963
2362,47857,35521,52536,42489,38947,42445,46076,44875,47821,42392,42471
2392,47857,42489,38947,35521,52536,42471,47821,44875,42445,46076,42392
2414,35521,42489,52536,38947,47857,42392,44875,42445,47821,42471,46076
2438,52536,47857,42489,38947,35521,46076,42445,42471,44875,47821,42392
2483,Error,Error,Error,Error,Error,,,,,,
2547,42489,38947,35521,52536,45186,47821,46076,42445,42392,42471,44875
2590,42489,35521,38947,45186,47879,46076,42445,42392,42471,47821,44875
2612,35521,42489,52536,38947,47857,46076,44875,42392,47821,42471,42445
2634,52457,46129,44874,41236,46161,53516,53453,52543,41321,53557,28963
2709,47849,52457,53484,44874,53453,53516,28963,52543,41321,46161,53557
2731,52457,47849,44874,53484,53453,53516,53557,52543,46161,28963,41321
2828,Error,Error,Error,Error,Error,,,,,,
2850,44874,41236,53484,52457,53453,53557,53516,46161,28963,41321,52543
2912,Error,Error,Error,Error,Error,,,,,,
2936,52536,35521,42489,38947,47857,47821,42392,42471,46076,42445,44875
2983,Error,Error,Error,Error,Error,,,,,,
3004,52536,35521,38947,42489,47857,46076,42445,42471,42392,47821,44875
3049,42489,38947,52536,35521,45186,42471,42445,47821,42392,46076,44875
3165,52457,44874,47924,47849,53453,53516,53557,52543,41321,28963,46161
3219,52457,47849,44874,53484,53453,53516,46161,52543,41321,28963,53557
3312,Error,Error,Error,Error,Error,,,,,,
3346,Error,Error,Error,Error,Error,,,,,,
3431,38947,42489,35521,47879,47857,42445,42392,46076,42471,47821,44875
3584,42489,35521,47879,38947,47857,42471,42392,47821,44875,42445,46076
3709,47849,44874,46129,53453,47924,41321,53516,28963,52543,46161,53557
3756,Error,Error,Error,Error,Error,,,,,,
3799,47849,52457,41236,44874,53453,46161,53516,52543,53557,28963,41321
3878,46129,47849,41236,44874,53453,53557,28963,41321,52543,46161,53516
3967,42489,35521,38947,52536,47857,44875,47821,42392,46076,42471,42445
3989,35521,38947,52536,42489,47857,44875,47821,42392,46076,42471,42445
4011,35521,38947,42489,52536,47857,47821,42392,42445,46076,44875,42471
4033,38947,35521,42489,52536,47857,42445,46076,42471,42392,44875,47821
4074,38947,42489,35521,47879,47857,44875,42445,47821,46076,42392,42471
4103,Error,Error,Error,Error,Error,,,,,,
4156,42489,35521,52536,38947,47857,47821,42392,42471,42445,44875,46076
4180,42489,35521,38947,52536,47857,46076,42471,42445,47821,44875,42392
4209,52536,42489,38947,35521,47857,42445,42392,47821,44875,46076,42471
4233,52536,38947,42489,35521,47857,42445,42392,42471,44875,47821,46076
4266,52536,42489,38947,35521,47857,47821,42471,42392,42445,44875,46076
88,53463,44817,40149,47904,42416,53443,53431,43586,43433,52419,39684
210,53463,44817,42428,46279,47969,53443,53431,43433,39684,43586,52419
394,53488,43808,46093,44820,45785,42362,47995,41436,44876,44882,46072
467,44817,47904,53463,53536,40149,43433,43586,53443,52419,53431,39684
489,Error,Error,Error,Error,Error,,,,,,
602,46093,43808,53488,53555,46170,42362,41436,44882,47995,44876,46072
664,Error,Error,Error,Error,Error,,,,,,
688,46093,43808,53488,45785,44820,41436,44882,47995,42362,44876,46072
815,46279,44817,53463,47969,42428,52419,43433,53443,39684,43586,53431
837,53463,44817,46279,42428,47969,53443,43586,52419,53431,43433,39684
935,43329,44908,43425,47959,37118,46103,52558,52412,46629,47789,37090
957,43808,46093,45785,44820,53488,44882,47995,41436,42362,46072,44876
1021,46093,45785,53488,43808,44820,47995,44882,44876,41436,42362,46072
1074,43808,46093,45785,53555,46170,46072,44876,47995,41436,42362,44882
1113,46093,43808,46170,53512,44820,42362,46072,47995,44882,44876,41436
1241,44817,53463,42428,42416,40149,43586,53431,52419,43433,39684,53443
1297,42428,48657,46279,40149,47969,52419,43586,53443,39684,53431,43433
1319,44817,40149,42428,53463,47969,53443,39684,43433,43586,53431,52419
1350,46093,45785,43808,46170,44820,42362,41436,44876,46072,44882,47995
1419,43808,46093,46170,44820,45594,44882,46072,42362,44876,41436,47995
1441,46093,53488,45785,43808,44820,44882,46072,42362,41436,47995,44876
1497,48657,44817,40149,53536,47904,52419,43433,39684,53431,43586,53443
1519,53463,46279,42428,44817,53536,43586,43433,53443,39684,53431,52419
1543,44817,53463,46279,42428,53536,52419,53443,43433,43586,53431,39684
1596,44817,53463,42428,46279,47969,43586,43433,53431,39684,53443,52419
1620,53463,44817,42428,42416,40149,43433,43586,52419,53443,39684,53431
1696,43808,46093,46170,44820,45594,44882,47995,42362,46072,41436,44876
1752,Error,Error,Error,Error,Error,,,,,,
1774,53463,44817,46279,42428,47969,53443,43433,43586,53431,52419,39684
1798,46279,42428,44817,53463,47969,43586,53443,53431,52419,39684,43433
1885,Error,Error,Error,Error,Error,,,,,,
1909,45785,53488,43808,46093,44820,44882,42362,46072,44876,41436,47995
1943,Error,Error,Error,Error,Error,,,,,,
1967,Error,Error,Error,Error,Error,,,,,,
2153,46093,43808,52858,46170,44820,42362,44882,44876,47995,46072,41436
2196,Error,Error,Error,Error,Error,,,,,,
2261,44817,53463,42416,42428,46279,43433,53431,39684,53443,43586,52419
2283,Error,Error,Error,Error,Error,,,,,,
2345,Error,Error,Error,Error,Error,,,,,,
2367,Error,Error,Error,Error,Error,,,,,,
2428,Error,Error,Error,Error,Error,,,,,,
2457,43808,46093,53555,46170,45594,42362,46072,41436,44882,44876,46755
2481,43808,53488,53512,46093,41436,44882,44820,42362,46755,44876,46072
2503,Error,Error,Error,Error,Error,,,,,,
2543,Error,Error,Error,Error,Error,,,,,,
2586,53463,46279,44817,42428,47969,53443,43433,53431,43586,52419,39684
2662,Error,Error,Error,Error,Error,,,,,,
2684,43808,46093,53488,45785,44820,44876,41436,44882,42362,47995,46072
2797,44817,53463,53536,42428,40149,52419,53443,43433,43586,53431,39684
2821,44817,53463,40149,53536,47904,53443,52419,43433,53431,43586,39684
2883,Error,Error,Error,Error,Error,,,,,,
2949,44817,40149,53463,47904,42416,53431,43586,43433,52419,53443,39684
3075,45785,53488,46093,43808,44820,44876,47995,46755,41436,42362,46072
3376,53463,44817,40149,47904,47969,53443,43433,43586,53431,41295,39684
3398,47904,44817,40149,53463,47969,43586,53443,39684,43433,41295,53431
3420,Error,Error,Error,Error,Error,,,,,,
3490,43808,46093,52858,44820,46170,41436,42362,47995,44882,44876,46072
3512,46093,43808,53488,46170,53555,41436,46072,42362,47995,44876,44882
3536,43808,53512,46170,44820,46093,44882,44876,47995,41436,42362,46072
3606,46279,53463,44817,42428,47969,53443,41295,39684,53431,43586,43433
3635,53463,42428,44817,46279,47969,53431,43433,43586,53443,39684,41295
3675,46279,44817,53463,42428,47969,41295,43433,53443,39684,43586,53431
3699,42428,48657,53463,46279,47969,53443,43433,53431,43586,41295,39684
3723,46279,53463,48657,42428,47969,53443,53431,43586,43433,41295,39684
3745,53463,46279,48657,42428,53536,53443,43586,53431,41295,39684,43433
3767,46279,44817,52467,42428,47969,41295,39684,43433,53431,43586,53443
3791,52467,44817,42428,46279,47969,41295,53431,43433,53443,39684,43586
3843,46279,42428,53463,47969,44817,53443,41295,53431,43433,39684,43586
3889,44817,53463,46279,42428,47969,43586,53431,43433,53443,39684,41295
3914,47808,46155,41230,45268,53180,38557,46101,46284,41222,47906,43295
125,52430,40488,43971,46226,44853,47801,43640,47976,38632,52466,46131
149,52430,40488,46226,44923,52584,38632,47976,43640,46131,52466,47801
223,52430,46226,40488,52584,44853,47976,43640,47801,46131,38632,52466
258,52430,46226,40488,52584,44853,47801,46131,43640,47976,52466,38632
280,40488,52430,44923,52584,44853,46131,47801,52466,47976,43640,38632
405,52441,43344,53434,42500,44860,38553,41619,52409,41262,47794,43045
533,40488,52430,44923,52584,46226,47801,52466,47976,43640,46131,38632
601,Error,Error,Error,Error,Error,,,,,,
620,Error,Error,Error,Error,Error,,,,,,
672,53586,52430,52584,44853,46176,47976,47801,52466,46131,43640,38632
722,Error,Error,Error,Error,Error,,,,,,
765,52430,40488,44923,52584,42397,47976,52466,43640,38632,47801,46131
845,42500,52441,43344,53434,44860,41619,52409,43045,47794,41262,38553
924,52430,40488,46176,52584,44853,52466,47801,43640,46131,47976,38632
1041,Error,Error,Error,Error,Error,,,,,,
1086,52584,52430,40488,43971,44853,46131,52466,43640,47976,38632,47801
1258,40488,52430,52584,44923,42397,47976,43640,46131,52466,38632,47801
1414,53434,52441,42500,44860,43344,47794,52409,43045,38553,41262,41619
1485,Error,Error,Error,Error,Error,,,,,,
1521,Error,Error,Error,Error,Error,,,,,,
1561,43344,53434,52441,42500,44927,38553,43045,41262,47794,52409,41619
1591,53434,43344,52441,42500,44927,41262,47794,41619,43045,38553,52409
1667,Error,Error,Error,Error,Error,,,,,,
1723,40488,52430,52584,46226,44853,47801,47976,52466,43640,38632,46131
1745,Error,Error,Error,Error,Error,,,,,,
1780,52430,40488,52584,46226,42397,47801,46131,47976,52466,38632,43640
1809,Error,Error,Error,Error,Error,,,,,,
1938,Error,Error,Error,Error,Error,,,,,,
2104,40488,52430,46226,44923,52584,47976,47801,52466,38632,46131,43640
2186,46226,52430,40488,52584,44923,52466,43640,47801,46131,47976,38632
2219,40488,52584,52430,46226,42397,47801,46131,52466,47976,43640,38632
2376,42500,53434,43344,52441,44860,41262,52409,43045,41619,47794,38553
2400,53434,52441,43344,42500,44860,43045,38553,41262,41619,47794,52409
2450,43495,53434,43344,47835,44860,52409,41262,38553,41619,47794,43045
2472,43344,52441,53434,42500,44860,38553,43045,47794,52409,41262,41619
2538,43344,52441,53434,42500,44860,38553,41262,41619,47794,43045,52409
2685,40488,52430,42397,46226,52584,52466,47801,43640,46131,47976,38632
2751,46176,40488,52430,52584,44853,47976,43640,52466,47801,46131,38632
2773,52430,40488,46226,52584,44853,43640,52466,38632,47801,47976,46131
2822,Error,Error,Error,Error,Error,,,,,,
2862,43495,53434,46322,43344,44927,41262,38553,47794,52409,43045,41619
2909,52430,40488,46176,44853,46226,46131,47976,47801,43640,52466,38632
2952,46226,40488,44853,52430,52584,38632,47976,43640,46131,52466,47801
2974,52430,52584,40488,46226,44853,52466,43640,47976,38632,46131,47801
3239,52430,40488,43971,46226,44853,43640,52466,47976,46131,47801,38632
3320,40488,52584,52430,43971,44853,46131,43640,47801,38632,47976,52466
3366,40488,52430,46226,47885,46176,47976,43640,47801,46131,38632,52466
3405,40488,52584,52430,44853,46226,47976,43640,47801,38632,52466,46131
3429,52430,40488,52584,43971,47885,52466,47976,43640,38632,46131,47801
3453,52430,52584,46176,46226,47885,43640,47976,52466,46131,38632,47801
3623,53434,47835,52441,42500,44860,52409,41262,41619,38553,47794,43045
3645,Error,Error,Error,Error,Error,,,,,,
3682,52430,40488,44853,52584,46226,47976,47801,46131,52466,43640,38632
3740,40488,52584,46226,47885,44923,47801,38632,52466,47976,46131,43640
3764,40488,52584,52430,46226,44853,52466,43640,47801,47976,38632,46131
3977,52430,46226,40488,52584,44853,47976,52466,47801,43640,38632,46131
4001,52430,40488,46226,52584,44853,46131,47976,43640,47801,38632,52466
4025,52584,46226,52430,40488,44853,38632,47976,47801,52466,43640,46131
4047,52430,52584,40488,46226,44853,52466,47976,47801,43640,38632,46131
4076,52430,40488,52584,42397,46226,47801,46131,43640,38632,47976,52466
4100,Error,Error,Error,Error,Error,,,,,,
4124,52430,40488,52584,46226,44853,46131,38632,43640,52466,47801,47976
4284,43344,53434,43495,44927,42500,41262,41619,38553,43045,52409,47794
4329,Error,Error,Error,Error,Error,,,,,,
4415,44923,52430,40488,52584,44853,47976,47801,38632,43640,46131,52466
4528,43344,52441,53434,42500,44927,41619,38553,47794,43045,52409,41262
4596,52430,40488,52584,44853,46226,46131,43640,38632,52466,47801,47976
4629,Error,Error,Error,Error,Error,,,,,,
4682,40488,44853,52584,52430,46226,38632,47976,43640,46131,52466,47801
4849,42500,43344,52673,47835,44860,52409,41262,38553,43045,41619,47794
90,43090,47791,43584,46424,44947,52483,46089,53436,48455,43290,43453
135,43584,47791,53541,43090,52443,43453,48455,53436,43290,52483,46089
157,47791,43090,48053,44947,52443,43453,53436,46089,52483,43290,48455
328,43090,53541,47791,43584,52443,43453,46089,53436,52483,43290,48455
417,46671,47819,44959,40078,42718,42371,46078,35443,34472,41291,45069
487,44959,47819,46671,38613,52708,42371,41291,34472,45069,46078,35443
516,38613,47819,46671,53623,44959,42371,46078,35443,45069,34472,53432
596,43090,43584,47791,44947,46424,53436,43290,52483,43453,48455,46089
660,39973,46116,42398,37077,46203,39965,42367,52480,38779,37130,47784
693,Error,Error,Error,Error,Error,,,,,,
712,48053,43584,43090,52443,46424,52483,53436,46089,43453,48455,43290
736,47791,53541,43584,43090,52443,53436,48455,52483,43453,43290,46089
807,43584,47791,53541,43090,52443,46089,52483,43453,53436,43290,48455
831,52443,47791,43584,43090,39907,53436,52483,43453,48455,43290,46089
895,47791,43090,52574,48053,52443,46089,53436,43453,48455,52483,43290
919,47791,53541,43584,43090,44947,48455,53436,52483,43453,43290,46089
1026,47819,52433,40078,44959,53623,35443,41291,45069,46078,34472,42371
1054,44959,47819,52433,46331,53623,41291,42371,45069,46078,34472,35443
1163,43090,43584,47791,39907,44947,52483,53436,43290,43453,46089,48455
1187,43090,47791,44947,53541,43584,48455,53436,52483,43453,43290,46089
1365,52433,47819,40078,53623,44959,35443,46078,42371,41291,34472,45069
1443,Error,Error,Error,Error,Error,,,,,,
1488,52708,44959,47819,46331,46671,34472,42371,41291,46078,35443,45069
1579,43090,43584,53541,47791,52443,48455,43290,53436,43453,46089,52483
1641,43090,48053,47791,52443,39907,43290,52483,53436,48455,43453,46089
1670,43090,47791,48053,44947,52443,43453,53436,46089,52483,43290,48455
1775,Error,Error,Error,Error,Error,,,,,,
1811,43090,47791,48053,52443,44947,53436,43453,48455,52483,43290,46089
1916,53520,52595,44898,41292,44841,41264,43297,46235,46070,40070,40416
